label_id,space_similarity,material_similarity,defect_similarity,actual_space,predicted_space,actual_material,predicted_material,actual_defect,predicted_defect
45e70075-d9b0-4ad0-ba75-67d4ebb9d934,0.3861237168312073,0.21453554928302765,0.3715306520462036,현관,Boiler Room,계량기,Water Meter,누수,Installation / Construction Faults
58c0c27d-acfb-442c-a38d-438a3db30b96,0.3861237168312073,0.15710681676864624,0.3715306520462036,현관,Boiler Room,계량기,Water Meter Housing,누수,Installation / Construction Faults
7336f377-83bf-441b-af24-3fedde313051,0.3861237168312073,0.15710681676864624,0.3715306520462036,현관,Boiler Room,계량기,Water Meter Housing,누수,Installation / Construction Faults
03dd3ae8-b371-4499-8acd-ea6cede0696e,0.608252227306366,0.34655261039733887,0.3715306520462036,현관,Exterior Wall,계량기,Metal Panel,누수,Installation / Construction Faults
7cda6c96-f451-4ebf-9156-fe098339a8ea,0.6152337789535522,0.18249735236167908,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,양변기,Plastic tank of the water heater,누수,Leakage & Water-related Issues
16226a10-8ac1-4535-b7f1-14c43623cf81,0.6152337789535522,0.44960692524909973,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,양변기,Plastic pipe,누수,Leakage & Water-related Issues
7ecc8eb9-81ea-49de-a9d8-a0ea92074bef,0.49747616052627563,0.25223472714424133,0.1846160590648651,침실2,Entrance / Hallways / Storage,목제창호,Metal (door handle and door frame),손잡이불량,"Fixtures, Doors & Windows Issues"
621fa941-d966-48a1-8625-ca8736f64454,0.4181576371192932,0.3224433362483978,0.1846160590648651,침실2,Entrance,목제창호,Door handle,손잡이불량,"Fixtures, Doors & Windows Issues"
704d8f84-487d-436d-8e25-534108f8df05,0.49747616052627563,0.3224433362483978,0.1846160590648651,침실2,Entrance / Hallways / Storage,목제창호,Door handle,손잡이불량,"Fixtures, Doors & Windows Issues"
7d744c52-387c-4cf2-8551-a94db30a03c0,0.5752893686294556,0.5461728572845459,0.44199419021606445,주방,Boiler Room,난방배관,Insulation material on pipes,부식,Installation / Construction Faults
48246347-9b11-4012-8ef0-ad5cca9441c3,0.7862425446510315,0.37182286381721497,0.0,주방,Kitchen,난방배관,None,부식,unknown
2c39c623-1dd5-4d6e-8c44-b2057b4a92b2,0.4276959300041199,0.5472190976142883,0.44199419021606445,주방,Other Auxiliary Spaces,난방배관,Metal pipes and bolts,부식,Installation / Construction Faults
7e2c9292-84c8-4cbe-a942-947ae4b2a1c4,0.40228575468063354,0.4181894361972809,0.542755663394928,공용욕실,Laundry Room,욕조,Tile,부식,Finishing / Surface Issues
349ce6d7-f31a-4618-ae17-673bac95a25f,0.6152337789535522,0.21665138006210327,0.44199419021606445,공용욕실,Bathroom / Hygiene Spaces,욕조,Concrete,부식,Installation / Construction Faults
7bed3e38-56fb-4a93-8abb-60ffc283beff,0.6197561025619507,0.2950650155544281,0.3048340678215027,주방,Kitchen & Dining Spaces - Kitchen,싱크대,Cabinet Hinge,마감불량,Leakage & Water-related Issues
4a1613ba-0db7-46f5-9aec-f785a2fc3f0a,0.6197561025619507,0.2950650155544281,0.3048340678215027,주방,Kitchen & Dining Spaces - Kitchen,싱크대,Cabinet Hinge,마감불량,Leakage & Water-related Issues
7dc1141d-fb41-4c79-8284-472e5d83bbd7,0.6152337789535522,0.560492992401123,0.5032737851142883,공용욕실,Bathroom / Hygiene Spaces,양변기,Tile grout,누수,Finishing / Surface Issues
12c3e926-c7ad-46bf-aa6a-9118f89a0632,0.4298030138015747,0.4209885001182556,0.3715306520462036,공용욕실,Boiler Room,양변기,Pipes and fittings,누수,Installation / Construction Faults
7bbf49f1-be36-40d5-899c-a1e0519b97ea,0.7141123414039612,0.28798431158065796,0.378801167011261,현관,Entrance / Hallways / Storage,도어록,Plastic Bag,점검/교체,Installation / Construction Faults
5d5b8803-cd35-4960-9b8a-db22bbc3aa6c,0.6197561025619507,0.32305046916007996,0.23088885843753815,주방,Kitchen & Dining Spaces - Kitchen,하부장,Metal hinge,점검/교체,"Fixtures, Doors & Windows Issues"
666cbdd5-a110-4a6d-8c19-62f51eb2d64a,0.6197561025619507,0.2805074155330658,0.378801167011261,주방,Kitchen & Dining Spaces - Kitchen,하부장,Sink Drain Pipe,점검/교체,Installation / Construction Faults
5c083af0-c53a-498e-b822-b92821e58249,0.6152337789535522,0.3773912787437439,0.378801167011261,공용욕실,Bathroom / Hygiene Spaces,양변기,Plastic pipe and fittings,점검/교체,Installation / Construction Faults
6a363238-0e6b-41b6-832d-4c1fec51f5b1,0.6152337789535522,0.37859219312667847,0.41127488017082214,공용욕실,Bathroom / Hygiene Spaces,양변기,Ceramic tiles,점검/교체,Finishing / Surface Issues
5b53f53e-fd12-45af-a1bb-d57143bbad3c,0.6152337789535522,0.21582990884780884,0.33075785636901855,공용욕실,Bathroom / Hygiene Spaces,세면대,Metal pipe and fittings,배수불량,Installation / Construction Faults
58f5e02a-1809-47f5-ae16-18404b000522,0.6152337789535522,0.26864537596702576,0.33075785636901855,공용욕실,Bathroom / Hygiene Spaces,세면대,Plumbing pipes,배수불량,Installation / Construction Faults
289f26ee-dac4-4ed6-87b2-61d44ce321dc,0.6152337789535522,0.3539816737174988,0.37553226947784424,공용욕실,Bathroom / Hygiene Spaces,세면대,"Faucet, Drain Stopper, Showerhead",배수불량,Mechanical / Functional Failures
1f7ac87a-d657-488d-be0f-2d313eea6da7,0.6152337789535522,0.20319858193397522,0.33075785636901855,공용욕실,Bathroom / Hygiene Spaces,세면대,PVC pipe,배수불량,Installation / Construction Faults
5ccc140e-ec35-44d1-b70d-1845bca5a85a,0.5109831094741821,0.77618807554245,0.378801167011261,침실1(안방),Entrance / Hallways / Storage,문,Door handle,점검/교체,Installation / Construction Faults
5b3922bb-1695-4df3-a1cb-377b9501ef51,0.6152337789535522,0.42023444175720215,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,급수/급탕배관,Metal pipe (U-bend),누수,Leakage & Water-related Issues
2a20d696-acdc-4fc8-9621-0dc68b408d77,0.6152337789535522,0.48091182112693787,0.5032737851142883,공용욕실,Bathroom / Hygiene Spaces,급수/급탕배관,Sink,누수,Finishing / Surface Issues
5e0faff1-4b33-4c3f-88fd-c28a3f4dc5b3,0.6584701538085938,0.1962791383266449,0.14070840179920197,주방,Kitchen & Dining Spaces,싱크대,Metal (faucet and hose),누수,"Fixtures, Doors & Windows Issues"
6893f0f0-50aa-49e7-9015-953921929b87,0.6584701538085938,0.3604046404361725,0.4114777147769928,주방,Kitchen & Dining Spaces,싱크대,Faucet parts,누수,Mechanical / Functional Failures
149d8a11-acd7-4ad5-839d-faeb45e9e34f,0.6584701538085938,0.6090282201766968,0.3864471912384033,주방,Kitchen & Dining Spaces,싱크대,Faucet,누수,Leakage & Water-related Issues
5d4b56ef-ffe7-4d4b-8669-f418b03c6f28,0.6152337789535522,0.4354822635650635,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,오/배수배관,Sink Drain Pipe,누수,Installation / Construction Faults
53ff4c52-e3b6-4e17-9f67-f45337ac8373,0.6152337789535522,0.4414985179901123,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,오/배수배관,PVC pipe,누수,Installation / Construction Faults
5c00c5f4-12ab-4305-a658-a2109cca2169,0.6152337789535522,0.33564940094947815,0.12432503700256348,공용욕실,Bathroom / Hygiene Spaces,세면대,Toilet seat,배수불량,"Fixtures, Doors & Windows Issues"
21633e5a-4f4c-4237-a1b0-950dc3105c3e,0.6152337789535522,0.22688142955303192,0.36807888746261597,공용욕실,Bathroom / Hygiene Spaces,세면대,Sink base,배수불량,Structural Damage & Cracks
441a25ae-17f0-4f5a-8996-27606e20b2bf,0.6152337789535522,0.27954596281051636,0.33075785636901855,공용욕실,Bathroom / Hygiene Spaces,세면대,Metal pipe,배수불량,Installation / Construction Faults
5abd0edd-a716-46a5-90a4-4c4c67366e33,0.6152337789535522,0.25753363966941833,0.41127488017082214,공용욕실,Bathroom / Hygiene Spaces,액세서리,Sink,점검/교체,Finishing / Surface Issues
5d8549ad-bf86-4ec2-9927-1b199da14f69,0.6152337789535522,0.2078884243965149,0.19594097137451172,공용욕실,Bathroom / Hygiene Spaces,액세서리,Shower hose,점검/교체,Leakage & Water-related Issues
76016e31-fc3c-4536-9456-0123f1013314,0.6152337789535522,0.21262769401073456,0.23088885843753815,공용욕실,Bathroom / Hygiene Spaces,액세서리,Metal (shower hose and holder),점검/교체,"Fixtures, Doors & Windows Issues"
5b35cfa8-2f82-4e4f-bbcf-fe23bacb2f71,0.0,0.0,0.0,공용욕실,unknown,양변기,unknown,누수,unknown
5e1fff74-78f6-48ae-8f7d-361ad4f994a3,0.4276959300041199,0.3165956437587738,0.378801167011261,주방,Other Auxiliary Spaces,자동식소화기,Electronic Panel,점검/교체,Installation / Construction Faults
355c7196-06d2-43be-92e0-3da91f125c0d,0.6197561025619507,0.30415987968444824,0.378801167011261,주방,Kitchen & Dining Spaces - Kitchen,자동식소화기,"Air ducting, cabinet, and appliance",점검/교체,Installation / Construction Faults
5737096b-5190-4087-a669-74e9ca7a8379,0.6152337789535522,0.2702754735946655,0.5692605972290039,공용욕실,Bathroom / Hygiene Spaces,천장,Metal clamp,누수,Corrosion / Rust
532b3145-4564-4079-901a-1599cead1485,0.6152337789535522,0.2921367883682251,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,천장,PVC Pipe,누수,Leakage & Water-related Issues
7141b308-ddf5-432d-a3f0-b016b98abce5,0.4832959771156311,0.2921367883682251,0.3715306520462036,공용욕실,Kitchen & Dining Spaces - Kitchen,천장,PVC Pipe,누수,Installation / Construction Faults
01f4a595-8a79-470e-8395-9873e72ab1c2,0.5339381694793701,0.2921367883682251,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces - Common Bathroom,천장,PVC Pipe,누수,Installation / Construction Faults
71cc0e41-f3e1-4c39-8978-4b647b7921d3,0.6165755987167358,0.3432881236076355,0.0,공용욕실,Entrance / Hallways / Storage,천장,None,누수,unknown
12c8f458-0935-496c-b0e5-c8b10bedfdd3,0.6152337789535522,0.28355348110198975,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,천장,PVC pipes,누수,Leakage & Water-related Issues
568ea304-6ed8-47a4-b1b6-42d2c396323c,0.6197561025619507,0.4891827404499054,0.3715306520462036,주방,Kitchen & Dining Spaces - Kitchen,오/배수배관,Plastic pipe (sink drain),누수,Installation / Construction Faults
39acf513-a9b3-46ea-b622-065f290dba26,0.6584701538085938,0.4468942880630493,0.4434514045715332,주방,Kitchen & Dining Spaces,오/배수배관,None,누수,None
5965f407-0e2a-4d04-b7db-62ad83e4e354,0.6972037553787231,0.327473521232605,0.378801167011261,현관,Entrance / Vestibule,도어록,Door Lock Mechanism,점검/교체,Installation / Construction Faults
59716f2b-3d12-4eca-b5a2-f3273aff7ccf,0.3941294550895691,0.4986010193824768,0.294730544090271,발코니(거실),Bathroom / Hygiene Spaces,수전,Faucet handle,고정불량,Leakage & Water-related Issues
28ac7b73-6984-47f4-b84c-eea6c9417b1c,0.3941294550895691,0.25814810395240784,0.23482003808021545,발코니(거실),Bathroom / Hygiene Spaces,수전,Metal hose and faucet,고정불량,"Fixtures, Doors & Windows Issues"
5756c569-e6a9-43f0-9066-1e8bc55d60af,0.6152337789535522,0.5731762647628784,0.3338868021965027,공용욕실,Bathroom / Hygiene Spaces,타일,Tiles,균열,Finishing / Surface Issues
23fb5646-b373-487d-a64d-4b3ebaceb21d,0.6685298681259155,0.8234411478042603,0.5912914276123047,공용욕실,N/A,타일,N/A,균열,N/A
77ebb728-eb44-4420-a883-ed4c84078216,0.31508493423461914,0.21283036470413208,0.3715306520462036,침실2,Balcony (Other),천장,Fire Extinguishers,누수,Installation / Construction Faults
7930e8f1-d052-413a-b9d7-7ea84f80dbd6,0.3711547255516052,0.2893131673336029,0.0,현관,Entrance Storage,신발장,None,벗겨짐,unknown
422d3bdb-7e53-47c4-b660-3f7f1fca2479,0.3711547255516052,0.3642853796482086,0.0,현관,Entrance Storage,신발장,Wood flooring,벗겨짐,unknown
78ad13a3-bbf4-4848-afb1-b5c44ee8b40e,0.6197561025619507,0.2669108808040619,0.3864471912384033,주방,Kitchen & Dining Spaces - Kitchen,수전,Sink Drain,누수,Leakage & Water-related Issues
77ee326b-aa63-4302-a846-8343d3e69e5e,0.6979674100875854,0.11778008192777634,0.378801167011261,주방,Kitchen & Dining Spaces - Pantry,자동식소화기,Electrical wiring and connections,점검/교체,Installation / Construction Faults
7506b1fb-f4e5-4b9e-a67f-322c1fc4a294,0.6197561025619507,0.1562054306268692,0.0,주방,Kitchen & Dining Spaces - Kitchen,자동식소화기,None,점검/교체,unknown
4cd3280f-cbbd-4dc7-8067-13498b0bcc10,0.5752893686294556,0.19162783026695251,0.41293713450431824,주방,Boiler Room,자동식소화기,Gas Cylinder,점검/교체,Mechanical / Functional Failures
4402feea-c9fb-4f59-959a-e0cbc7d0c72f,0.6197561025619507,0.2838558256626129,0.378801167011261,주방,Kitchen & Dining Spaces - Kitchen,자동식소화기,Plastic pipe connection,점검/교체,Installation / Construction Faults
774c851f-3be0-4f8b-8bdf-7cac51f98cac,0.6152337789535522,0.4022277295589447,0.1647484302520752,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead,파손,"Fixtures, Doors & Windows Issues"
6d3d76c2-7238-4e0d-a7b9-8f3b651417f8,0.6152337789535522,0.33532410860061646,0.328415185213089,공용욕실,Bathroom / Hygiene Spaces,수전,Ceramic tiles,파손,Structural Damage & Cracks
096639dd-8d34-4251-a38d-b94847bcd643,0.6152337789535522,0.4022277295589447,0.40523481369018555,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead,파손,Installation / Construction Faults
78aa08bb-206a-4fe3-adeb-60728483431f,0.20876821875572205,0.6213635206222534,0.37324634194374084,보일러실,Boiler Room,타일,Tile,들뜸,Installation / Construction Faults
05b1482b-45d3-4da7-8045-b3e2ef3e64a5,0.20876821875572205,0.5452629923820496,0.37324634194374084,보일러실,Boiler Room,타일,Insulation material,들뜸,Installation / Construction Faults
7747f72d-05bf-4905-9325-a028204a5696,0.7141123414039612,0.1626378446817398,0.23088885843753815,현관,Entrance / Hallways / Storage,도어스토퍼,Metal (likely steel or iron),점검/교체,"Fixtures, Doors & Windows Issues"
7b75c83a-6520-439e-88e3-393ff1d3b20f,0.7862425446510315,0.6213635206222534,0.37324634194374084,주방,Kitchen,타일,Tile,들뜸,Installation / Construction Faults
3d407992-24e9-460b-9460-805373482c2d,0.6197561025619507,0.6047244071960449,0.37324634194374084,주방,Kitchen & Dining Spaces - Kitchen,타일,"Tiles, Mortar",들뜸,Installation / Construction Faults
765511db-9abe-4d01-a42c-6087ea288a08,0.3275296092033386,0.2864501178264618,0.29666566848754883,발코니,Bathroom / Hygiene Spaces,호스,Painted wall,점검/교체,Structural Damage & Cracks
1b2a6167-9443-4b97-9739-11cc5670c6a4,0.3275296092033386,0.25114479660987854,0.41293713450431824,발코니,Bathroom / Hygiene Spaces,호스,Metal hose,점검/교체,Mechanical / Functional Failures
7a9334e2-ed37-4687-9bf0-45da78b65554,0.6197561025619507,0.14522603154182434,0.3715306520462036,주방,Kitchen & Dining Spaces - Kitchen,절수형페달,Water Filter Housing,누수,Installation / Construction Faults
13997625-be99-48ed-a916-6e90f442b760,0.5752893686294556,0.25679662823677063,0.3864471912384033,주방,Boiler Room,절수형페달,Hose connections,누수,Leakage & Water-related Issues
7a2d9619-34ed-4994-9fa2-4b0e4b9087ce,0.6972037553787231,0.20235702395439148,0.29666566848754883,현관,Entrance / Vestibule,도어록,Metal (likely door frame or hinge),점검/교체,Structural Damage & Cracks
05f94bba-a18d-4ed0-88c6-2423c86242d9,0.6972037553787231,0.26420703530311584,0.23088885843753815,현관,Entrance / Vestibule,도어록,Metal (door handle and door),점검/교체,"Fixtures, Doors & Windows Issues"
4c82052d-ed1e-40bb-9763-a47da6e487ef,0.6584701538085938,0.239040344953537,0.5032737851142883,주방,Kitchen & Dining Spaces,싱크대,Sink,누수,Finishing / Surface Issues
4a8872d4-915e-4611-8e5c-07e502b0fec4,0.7862425446510315,0.12750060856342316,0.14070840179920197,주방,Kitchen,싱크대,Sink faucet,누수,"Fixtures, Doors & Windows Issues"
4dbbfa39-6e9d-4876-802b-426eff6f0890,0.6152337789535522,0.36027711629867554,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead and hose,누수,Installation / Construction Faults
6aa7ef93-9c97-4ebb-8aba-26d82099576c,0.6152337789535522,0.2555863857269287,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,수전,Shower hose and showerhead,누수,Installation / Construction Faults
210c66d9-15d7-4b1c-b753-ecd6bf1f7dcc,0.6152337789535522,0.36027711629867554,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead and hose,누수,Installation / Construction Faults
4edb6599-5f9e-409d-a082-a93b7795fb69,0.6165755987167358,0.37823188304901123,0.378801167011261,공용욕실,Entrance / Hallways / Storage,손잡이,Door handles and lock mechanisms,점검/교체,Installation / Construction Faults
35cb28e1-162a-40d9-8696-a7726deb4076,0.6165755987167358,0.3737964928150177,0.378801167011261,공용욕실,Entrance / Hallways / Storage,손잡이,Door Handle and Lock Mechanism,점검/교체,Installation / Construction Faults
740ad89c-a565-4b32-8c12-708dae334e14,0.6165755987167358,0.44395923614501953,0.23088885843753815,공용욕실,Entrance / Hallways / Storage,손잡이,Door handle,점검/교체,"Fixtures, Doors & Windows Issues"
0fa5e67a-9b83-44f7-80fb-cd43eace3f27,0.6152337789535522,0.3323589563369751,0.378801167011261,공용욕실,Bathroom / Hygiene Spaces,손잡이,Wood,점검/교체,Installation / Construction Faults
50f96ed9-1249-486a-92ee-154c29f433cb,0.6152337789535522,0.26727375388145447,0.378801167011261,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead and shower arm,점검/교체,Installation / Construction Faults
74a14e54-7d6a-4ac7-be6e-9ee3fd7f2130,0.6152337789535522,0.36027711629867554,0.378801167011261,공용욕실,Bathroom / Hygiene Spaces,수전,Showerhead and hose,점검/교체,Installation / Construction Faults
4d30ef2f-f03a-44de-8448-ae204d815a53,0.6152337789535522,0.4031204879283905,0.44199419021606445,공용욕실,Bathroom / Hygiene Spaces,양변기,Toilet seat and lid,부식,Installation / Construction Faults
6c9ea6da-994b-433d-a8a4-c512f47f2fd1,0.6165755987167358,0.46429353952407837,0.0,공용욕실,Entrance / Hallways / Storage,양변기,None,부식,unknown
75943ab0-df71-43ff-a50d-5b45e3b49673,0.6152337789535522,0.5475165843963623,0.542755663394928,공용욕실,Bathroom / Hygiene Spaces,양변기,Ceramic,부식,Finishing / Surface Issues
4db7173f-3c38-4513-9bd1-ed7c9fff7f28,0.6197561025619507,0.51399165391922,0.0,주방,Kitchen & Dining Spaces - Kitchen,수전,None,수압불량,unknown
64ba02b4-3182-48e6-98c6-87940a8e14a8,0.6584701538085938,0.08598692715167999,0.19982260465621948,주방,Kitchen & Dining Spaces,수전,Chrome finish on faucet,수압불량,"Fixtures, Doors & Windows Issues"
50efdda2-9986-475d-a354-83e99341638a,0.3555767238140106,0.472231924533844,0.0,발코니,Balcony (Living Room),AL창호,None,부식,unknown
4f29a5f2-d82e-47fc-a259-901e7105d550,0.3555767238140106,0.42741453647613525,0.07730560004711151,발코니,Balcony (Living Room),PL창호,Glass,균열,"Fixtures, Doors & Windows Issues"
3251c994-48e5-48dd-8293-b3591980207d,0.3555767238140106,0.23778018355369568,0.0,발코니,Balcony (Living Room),PL창호,"Glass, Metal railing, Floor tiles",균열,unknown
42d27326-22fa-4450-9171-20c8b3170fe9,0.3555767238140106,0.32520872354507446,0.07730560004711151,발코니,Balcony (Living Room),PL창호,Metal bars,균열,"Fixtures, Doors & Windows Issues"
1ec5946f-d28b-4a01-8d9f-7c12fd449be4,0.5852226614952087,0.42741453647613525,0.21947544813156128,발코니,Balcony (Other),PL창호,Glass,균열,Structural Damage & Cracks
4f319ca5-513b-40ed-9698-96cf00afef17,0.7141123414039612,0.31219547986984253,0.0,현관,Entrance / Hallways / Storage,소화기,Fire Extinguishers,충압불량,unknown
4dfbc8c9-df10-4632-a947-398570a5891d,0.5752893686294556,0.26846247911453247,0.378801167011261,주방,Boiler Room,구동기,Brass fittings and valves,점검/교체,Installation / Construction Faults
4d1522ab-6766-4404-b213-a384c3015180,0.6152337789535522,0.4118547737598419,0.23088885843753815,공용욕실,Bathroom / Hygiene Spaces,세면대,Faucet handle,점검/교체,"Fixtures, Doors & Windows Issues"
37498983-6e9a-4230-a646-4f3e8a6878ef,0.6152337789535522,0.26314595341682434,0.19594097137451172,공용욕실,Bathroom / Hygiene Spaces,세면대,Sink,점검/교체,Leakage & Water-related Issues
34c76c53-09f0-4da9-b277-b3f24c3b875f,0.6856940984725952,0.56648188829422,0.0,공용욕실,Entrance / Vestibule,세면대,Door,점검/교체,unknown
4f599ba7-8ce9-4095-bdef-1167922b6173,0.5204446315765381,0.4539949893951416,0.39480650424957275,현관,Balcony (Living Room),도어클로저,Door Closer,누유,Installation / Construction Faults
6d59d633-9255-425c-8e32-da685d252805,0.9157058596611023,0.3730800151824951,0.14070840179920197,욕실,Bathroom / Hygiene Spaces,UBR,Showerhead,누수,"Fixtures, Doors & Windows Issues"
68618137-c011-4524-91f1-f16d8016694c,0.9157058596611023,0.36553436517715454,0.5032737851142883,욕실,Bathroom / Hygiene Spaces,UBR,Tile,누수,Finishing / Surface Issues
6984aa15-c7ed-4daa-a0cf-4cfc3d75fec4,0.6210179924964905,0.4770013689994812,0.328415185213089,거실,Entrance / Hallways / Storage,타일,Wood,파손,Structural Damage & Cracks
14d14ba6-1a2d-4439-9281-2c98fa5d1a54,0.4136674702167511,0.6213635206222534,0.40523481369018555,거실,Kitchen & Dining Spaces,타일,Tile,파손,Installation / Construction Faults
6884891e-233f-461a-8b7b-7738547de399,0.13574154675006866,0.26277416944503784,0.5692605972290039,발코니,Laundry Room,수전,Metal parts of the faucet and pipes,누수,Corrosion / Rust
556ff950-184f-4e52-a14e-2ef48e585c7b,0.2777654528617859,0.29476410150527954,0.5692605972290039,발코니,Boiler Room,수전,Metal pipes and fittings,누수,Corrosion / Rust
6bdf728e-718b-4754-8570-30c0854f1153,0.6152337789535522,0.32559019327163696,0.41127488017082214,공용욕실,Bathroom / Hygiene Spaces,수전,Sink,점검/교체,Finishing / Surface Issues
693dfe80-3b89-47d0-b855-f2c3957933c9,0.6152337789535522,0.6424775123596191,0.3864471912384033,공용욕실,Bathroom / Hygiene Spaces,세면대,Faucet,누수,Leakage & Water-related Issues
3e1819ef-3482-4689-ba8e-9ecae526614c,0.6152337789535522,0.16881191730499268,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,세면대,Metal pipe (likely stainless steel or similar),누수,Installation / Construction Faults
6906966a-983f-4fa8-a316-ebcc25801c9a,0.6584701538085938,0.3555888533592224,0.3715306520462036,주방,Kitchen & Dining Spaces,수전,Faucet and sink,누수,Installation / Construction Faults
39e0f853-8097-44cf-80ab-a91134b586c4,0.6584701538085938,0.32331132888793945,0.14070840179920197,주방,Kitchen & Dining Spaces,수전,Metal (faucet),누수,"Fixtures, Doors & Windows Issues"
1593bb46-2372-4105-8f13-12957ebfd8c9,0.6584701538085938,0.51399165391922,0.0,주방,Kitchen & Dining Spaces,수전,None,누수,unknown
6c2cfca7-a644-4bfd-a39d-8e29db094cc0,0.6152337789535522,0.8894380927085876,0.28860533237457275,공용욕실,Bathroom / Hygiene Spaces,양변기,Grout,백시멘트불량,Installation / Construction Faults
16f177c5-b7e4-4943-9b75-294b6f665e8f,0.6152337789535522,0.5019528269767761,0.23869341611862183,공용욕실,Bathroom / Hygiene Spaces,양변기,Ceramic (toilet base),백시멘트불량,Structural Damage & Cracks
3acb02b8-4a96-45cb-b5dd-569f54c59313,0.6152337789535522,0.4005862772464752,0.23869341611862183,공용욕실,Bathroom / Hygiene Spaces,양변기,Ceramic tile,백시멘트불량,Structural Damage & Cracks
08e2f82a-1774-4231-b252-bbc8d0e70314,0.6152337789535522,0.4005862772464752,0.23869341611862183,공용욕실,Bathroom / Hygiene Spaces,양변기,Ceramic tile,백시멘트불량,Structural Damage & Cracks
6b43997e-120c-4575-929e-9b9a9b1ca04c,0.6152337789535522,0.6424775123596191,0.19594097137451172,공용욕실,Bathroom / Hygiene Spaces,세면대,Faucet,점검/교체,Leakage & Water-related Issues
488a4bb5-1cee-4185-bb5a-47f10ee8763b,0.6152337789535522,0.6424775123596191,0.19594097137451172,공용욕실,Bathroom / Hygiene Spaces,세면대,Faucet,점검/교체,Leakage & Water-related Issues
6a5879ac-7347-468d-bdaf-48c31c100086,0.3861237168312073,0.26240411400794983,0.3715306520462036,현관,Boiler Room,계량기,Metal casing of the boiler,누수,Installation / Construction Faults
3d617b6a-268e-40a9-bebc-525971b2389f,0.3861237168312073,0.4842558205127716,0.4114777147769928,현관,Boiler Room,계량기,Meter,누수,Mechanical / Functional Failures
66090080-14e8-4cc4-abf3-ca3206d9b510,0.5852226614952087,0.2517048120498657,0.32758626341819763,발코니,Balcony (Other),실리콘,Concrete,마감불량,Structural Damage & Cracks
66d33d51-0b54-424b-8b79-730b044788a6,0.6152337789535522,0.43581414222717285,0.34175634384155273,공용욕실,Bathroom / Hygiene Spaces,욕조,Grout,코킹불량,Finishing / Surface Issues
3f1a03ea-8b26-4858-b80f-efb3b863eb16,0.6152337789535522,0.3261300325393677,0.21394403278827667,공용욕실,Bathroom / Hygiene Spaces,욕조,Tile Grout,코킹불량,Installation / Construction Faults
647e4a8a-35ab-4ea2-a8e0-10e4bb086ae3,0.6152337789535522,0.24833756685256958,0.3715306520462036,공용욕실,Bathroom / Hygiene Spaces,세면대,Metal hose,누수,Installation / Construction Faults
2e6f6612-51d0-427a-ab77-b7e30c69f550,0.6152337789535522,0.17590703070163727,0.2759518623352051,공용욕실,Bathroom / Hygiene Spaces,세면대,Metal (likely stainless steel),누수,Structural Damage & Cracks
34b24cf5-36d3-43e3-8953-8c6a508c8a12,0.6152337789535522,0.23958246409893036,0.14070840179920197,공용욕실,Bathroom / Hygiene Spaces,세면대,Plastic (trash bin),누수,"Fixtures, Doors & Windows Issues"
65add1ff-4f0d-431f-a3d3-47adb086cdef,0.26708242297172546,0.2746436297893524,0.378801167011261,발코니,Other Auxiliary Spaces,선반,Plastic or rubber,점검/교체,Installation / Construction Faults
2adfa9bc-ab5e-42f6-af15-c3924f85ac94,0.5157528519630432,0.1715543270111084,0.378801167011261,발코니,Entrance / Hallways / Storage,선반,Metal (likely steel or aluminum),점검/교체,Installation / Construction Faults
14d9918d-7aad-4b86-b756-d7740dbe886c,0.1991177201271057,0.35751110315322876,0.378801167011261,발코니,Kitchen & Dining Spaces - Kitchen,선반,Metal bracket,점검/교체,Installation / Construction Faults
63d83f57-5932-4bcb-b700-bb7d258fa5bf,0.6666330695152283,0.17910143733024597,0.42839479446411133,거실,Balcony (Living Room),AL창호,Metal frame of sliding door,개폐불량,Installation / Construction Faults
6f286145-c206-4e98-bbdd-a59766729f7b,0.6876909732818604,0.39812952280044556,0.4627158045768738,거실,Entrance / Vestibule,AL창호,Door Frame,개폐불량,Finishing / Surface Issues
3cacbfa6-1455-4c72-bb49-266ae56e2f4a,0.6666330695152283,0.35323286056518555,0.25176846981048584,거실,Balcony (Living Room),AL창호,Glass,개폐불량,"Fixtures, Doors & Windows Issues"
64e944f6-5571-461c-8736-2f2c74a2520b,0.6584701538085938,0.0,0.0,주방,Kitchen & Dining Spaces,수전,unknown,누수,unknown
